Submitted Data,Passed Quality Assurance Check,Residents Total Admissions COVID-19,Residents Total Confirmed COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Staff Total Confirmed COVID-19,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,Number of Residents with New Influenza,Number of Residents with Acute Respiratory Illness Symptoms Excluding COVID-19 and/or Influenza,During Past Two Weeks Average Time to Receive COVID-19 Test Results from Non-Point-of-Care Tests,Number of Staff and/or Personnel with a New Positive COVID-19 Test Result,Number of Staff and/or Personnel with Acute Respiratory Illness Symptoms Excluding COVID-19 and/or Influenza,Alcohol-Based Hand Rub (ABHR) Available,N95 Respirator Strategy for Optimization,Face Masks Strategy for Optimization,Eye Protection Strategy for Optimization,Gowns Strategy for Optimization,Gloves Strategy for Optimization,
Y,Y,1,10,21,3,120,52,Y,Y,1,5,16,0,N,N,N,N,192.31,57.69,30,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,2,19,0,23,13,Y,Y,16,40,6,0,N,N,N,N,153.85,0,0,0,0,<1 DAY,3,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,4,0,0,50,32,Y,Y,108,56,5,0,N,N,N,N,125,0,0,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,69,23,10,99,65,Y,Y,1,67,39,0,N,N,Y,N,1061.54,153.85,14.49,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,11,48,121,15,205,193,Y,Y,170,300,60,0,N,N,N,N,248.7,77.72,31.25,0,0,1-2 DAYS,2,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,28,42,14,7,100,72,Y,Y,72,48,23,0,Y,N,Y,Y,583.33,97.22,16.67,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,19,25,32,17,42,35,Y,Y,0,27,19,0,Y,N,Y,N,714.29,485.71,68,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,3,31,0,96,78,Y,Y,1,96,14,0,N,N,N,N,38.46,0,0,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,3,8,0,0,59,43,Y,Y,0,86,17,0,N,N,N,N,186.05,0,0,0,0,<1 DAY,0,0,Y,CRISIS,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,13,121,105,43,160,118,Y,Y,113,181,98,0,N,N,N,N,1025.42,364.41,35.54,0,1,1-2 DAYS,0,1,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,9,6,11,0,34,29,Y,Y,0,1,1,0,N,N,N,N,206.9,0,0,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,7,39,42,11,116,72,Y,Y,0,140,8,0,N,N,N,N,541.67,152.78,28.21,0,1,<1 DAY,0,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
N,NA,8,46,24,13,120,58,NA,NA,NA,NA,23,0,NA,NA,NA,NA,793.1,224.14,28.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,Y,13,24,42,7,190,117,Y,Y,1,5,20,0,N,N,N,N,205.13,59.83,29.17,0,1,1-2 DAYS,0,1,Y,CRISIS,CONTINGENCY,CRISIS,CONTINGENCY,CONTINGENCY,
Y,Y,3,2,53,0,148,98,Y,Y,1,54,17,0,N,N,N,N,20.41,0,0,0,1,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,3,17,0,35,30,Y,Y,0,0,10,0,N,N,N,N,100,0,0,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,28,27,2,61,35,Y,Y,0,8,22,0,Y,N,N,N,800,57.14,7.14,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,44,27,6,123,57,Y,Y,0,66,24,0,N,N,N,N,771.93,105.26,13.64,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,3,20,0,57,46,Y,Y,NA,NA,3,0,Y,N,N,N,65.22,0,0,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,8,87,81,10,130,86,Y,Y,170,105,52,0,Y,N,Y,Y,1011.63,116.28,11.49,0,0,1-2 DAYS,2,0,Y,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
N,NA,195,17,24,11,131,98,NA,NA,NA,NA,14,0,NA,NA,NA,NA,173.47,112.24,64.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,Y,4,11,12,0,100,77,Y,Y,71,95,19,0,Y,N,Y,N,142.86,0,0,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,0,1,0,28,21,Y,Y,0,0,1,0,N,N,N,N,0,0,NA,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,79,84,45,19,119,92,Y,Y,0,134,56,0,N,N,N,N,913.04,206.52,22.62,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,
Y,Y,2,1,23,0,50,34,Y,Y,0,2,6,0,Y,N,N,N,29.41,0,0,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,1,23,0,108,73,Y,Y,2,1,7,0,Y,N,Y,N,13.7,0,0,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,7,11,2,69,32,Y,Y,0,72,35,0,Y,N,Y,N,218.75,62.5,28.57,0,0,<1 DAY,0,0,Y,CRISIS,CRISIS,CRISIS,CONVENTIONAL,CONVENTIONAL,
Y,Y,7,27,44,3,94,63,Y,Y,7,41,8,0,Y,N,Y,Y,428.57,47.62,11.11,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,6,15,0,43,28,Y,Y,0,0,10,0,Y,N,Y,N,214.29,0,0,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,48,25,5,74,41,Y,Y,82,86,16,0,N,N,N,N,1170.73,121.95,10.42,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,127,46,44,21,100,81,Y,Y,1,47,39,0,N,N,N,N,567.9,259.26,45.65,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,6,72,44,22,120,91,Y,Y,5,96,44,1,N,N,N,N,791.21,241.76,30.56,0,0,<1 DAY,0,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,16,16,1,70,42,Y,Y,0,5,19,0,N,N,N,N,380.95,23.81,6.25,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,3,14,10,3,120,74,Y,Y,0,0,44,0,Y,N,Y,N,189.19,40.54,21.43,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,15,34,0,71,66,Y,Y,1,58,27,0,N,N,Y,N,227.27,0,0,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,
Y,Y,0,0,8,0,28,18,Y,Y,8,4,6,0,N,N,N,N,0,0,NA,0,2,3-7 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,
Y,Y,15,32,28,7,97,81,Y,Y,1,133,30,0,N,N,N,N,395.06,86.42,21.88,0,1,<1 DAY,0,3,Y,CONTINGENCY,CONTINGENCY,CRISIS,CONVENTIONAL,CONVENTIONAL,
Y,Y,7,13,40,3,240,214,Y,Y,NA,NA,18,0,Y,N,Y,N,60.75,14.02,23.08,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,1,17,0,45,40,Y,Y,0,98,18,0,N,N,N,N,25,0,0,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,20,54,26,11,91,78,Y,Y,74,84,16,0,Y,N,Y,N,692.31,141.03,20.37,0,0,<1 DAY,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,
Y,Y,0,1,13,0,46,28,Y,Y,28,7,6,0,N,N,N,N,35.71,0,0,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,17,6,1,120,81,Y,Y,0,0,21,0,N,N,N,N,209.88,12.35,5.88,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,2,5,0,120,75,Y,Y,0,0,7,0,N,N,N,N,26.67,0,0,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,3,42,25,7,100,42,Y,Y,1,60,50,0,N,N,N,N,1000,166.67,16.67,0,0,NOTEST,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,30,55,18,7,80,68,Y,Y,20,140,38,0,N,N,N,N,808.82,102.94,12.73,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,0,15,0,36,34,Y,Y,0,1,16,0,N,N,N,N,0,0,NA,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,221,47,5,5,60,48,Y,Y,21,62,5,0,N,N,N,N,979.17,104.17,10.64,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,7,4,30,0,80,74,Y,Y,0,74,21,1,N,N,Y,N,54.05,0,0,0,0,NOTEST,0,2,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,13,17,16,30,21,Y,Y,61,150,14,0,Y,N,Y,N,619.05,761.9,123.08,0,0,1-2 DAYS,1,2,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,1,4,0,60,32,Y,Y,0,74,12,0,Y,Y,Y,Y,31.25,0,0,0,0,NOTEST,0,1,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,0,8,0,31,29,Y,Y,0,31,6,0,N,N,N,N,0,0,NA,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,9,5,0,0,165,46,Y,Y,0,0,10,0,N,N,N,N,108.7,0,0,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,0,3,0,20,19,Y,Y,NA,NA,0,0,N,N,N,N,0,0,NA,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,1,2,1,12,12,Y,Y,0,0,2,0,N,N,N,N,83.33,83.33,100,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,2,7,0,110,109,Y,Y,0,0,27,0,N,N,N,N,18.35,0,0,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,
Y,Y,0,30,3,0,112,52,Y,Y,1,222,79,1,N,N,Y,N,576.92,0,0,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,2,10,0,93,85,Y,Y,85,344,37,0,Y,N,Y,Y,23.53,0,0,0,0,1-2 DAYS,1,1,Y,CONVENTIONAL,CONVENTIONAL,CRISIS,CONVENTIONAL,CONVENTIONAL,
Y,Y,25,74,32,7,120,113,Y,Y,6,68,50,0,N,N,N,N,654.87,61.95,9.46,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,36,89,91,21,150,122,Y,Y,5,0,67,1,N,N,N,N,729.51,172.13,23.6,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,129,87,23,186,165,Y,Y,11,91,80,1,N,N,Y,N,781.82,139.39,17.83,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,19,10,2,57,46,Y,Y,1,32,16,0,N,N,N,N,413.04,43.48,10.53,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,6,10,1,41,41,Y,Y,0,3,27,0,Y,N,Y,Y,146.34,24.39,16.67,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,15,29,1,111,90,Y,Y,0,1,36,0,N,N,N,N,166.67,11.11,6.67,0,0,<1 DAY,1,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,13,74,8,80,71,Y,Y,26,175,17,0,N,N,N,N,183.1,112.68,61.54,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,25,6,0,52,48,Y,Y,0,82,12,0,Y,N,Y,N,520.83,0,0,0,0,<1 DAY,2,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,3,42,44,11,90,63,Y,Y,0,91,41,0,N,N,N,N,666.67,174.6,26.19,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,108,80,30,137,99,Y,Y,0,148,121,1,N,N,N,N,1090.91,303.03,27.78,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,26,92,4,192,168,Y,Y,300,600,51,0,N,N,N,N,154.76,23.81,15.38,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,
Y,Y,0,0,46,0,120,109,Y,Y,114,88,11,0,N,N,N,N,0,0,NA,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,78,30,1,105,91,Y,Y,96,90,64,0,Y,N,Y,N,857.14,10.99,1.28,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,64,45,12,100,62,Y,Y,1,18,25,0,N,N,Y,N,1032.26,193.55,18.75,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,0,5,0,16,16,Y,Y,0,34,6,0,N,N,N,N,0,0,NA,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,
Y,Y,7,81,36,8,123,79,Y,Y,1,80,29,0,N,N,N,N,1025.32,101.27,9.88,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,
Y,Y,7,39,53,2,119,98,Y,Y,9,58,23,0,N,N,N,N,397.96,20.41,5.13,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,3,93,70,15,144,135,Y,Y,1,59,88,0,N,N,N,N,688.89,111.11,16.13,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,18,17,3,46,45,Y,Y,1,40,16,0,N,N,N,N,400,66.67,16.67,0,1,<1 DAY,0,6,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,
Y,Y,0,58,73,8,120,95,Y,Y,202,185,31,0,N,N,N,N,610.53,84.21,13.79,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,23,101,75,7,160,149,Y,Y,30,48,69,0,N,N,N,N,677.85,46.98,6.93,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,9,28,0,120,113,Y,Y,7,135,8,0,N,N,N,N,79.65,0,0,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,11,32,2,94,71,Y,Y,0,98,17,0,N,N,N,N,154.93,28.17,18.18,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,23,24,1,100,96,Y,Y,4,10,12,0,N,N,N,N,239.58,10.42,4.35,0,2,1-2 DAYS,1,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,
Y,Y,3,70,40,15,120,79,Y,Y,3,92,36,0,N,N,N,N,886.08,189.87,21.43,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,8,15,35,2,120,115,Y,Y,11,62,33,0,N,N,N,N,130.43,17.39,13.33,0,0,1-2 DAYS,0,1,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,97,54,10,129,84,Y,Y,78,77,68,0,N,N,N,N,1154.76,119.05,10.31,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,6,31,16,11,90,77,Y,Y,103,112,20,0,N,N,N,N,402.6,142.86,35.48,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,80,66,49,14,120,118,Y,Y,135,175,54,0,N,N,N,N,559.32,118.64,21.21,0,9,1-2 DAYS,1,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,7,85,44,13,88,71,Y,Y,72,100,42,0,N,N,N,N,1197.18,183.1,15.29,0,0,1-2 DAYS,1,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,57,62,21,120,99,Y,Y,30,111,49,0,N,N,N,N,575.76,212.12,36.84,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,8,84,46,12,100,79,Y,Y,0,28,61,0,N,N,N,N,1063.29,151.9,14.29,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,0,11,0,41,30,Y,Y,0,0,11,0,Y,N,Y,N,0,0,NA,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,87,66,15,110,101,Y,Y,101,189,55,0,N,N,N,N,861.39,148.51,17.24,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,10,9,2,2,33,30,Y,Y,0,2,6,0,N,N,N,N,300,66.67,22.22,0,3,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,3,5,11,2,30,27,Y,Y,0,10,11,0,N,N,Y,N,185.19,74.07,40,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,25,0,0,0,44,35,Y,Y,5,50,6,0,N,N,N,N,0,0,NA,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,6,41,72,5,100,85,Y,Y,3,214,35,0,N,N,N,N,482.35,58.82,12.2,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,46,45,51,4,97,85,Y,Y,103,127,56,0,N,N,N,N,529.41,47.06,8.89,0,0,1-2 DAYS,1,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,25,88,0,201,152,Y,Y,149,70,19,0,N,N,N,N,164.47,0,0,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,31,86,19,7,119,108,Y,Y,120,167,51,0,N,N,N,N,796.3,64.81,8.14,0,0,1-2 DAYS,0,1,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,11,6,0,68,64,Y,Y,1,77,13,0,N,N,N,N,171.88,0,0,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,6,76,32,4,150,128,Y,Y,139,398,48,0,N,N,N,N,593.75,31.25,5.26,0,0,1-2 DAYS,2,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,6,2,0,35,33,Y,Y,0,30,12,0,N,N,N,N,181.82,0,0,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,59,38,7,68,62,Y,Y,0,52,21,0,N,N,N,N,951.61,112.9,11.86,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,23,37,2,66,60,Y,Y,11,47,31,0,N,N,N,N,383.33,33.33,8.7,0,1,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,3,46,29,3,65,57,Y,Y,3,35,28,0,N,N,N,N,807.02,52.63,6.52,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,12,53,59,8,62,48,Y,Y,11,34,32,0,N,N,N,N,1104.17,166.67,15.09,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,13,37,23,7,69,63,Y,Y,4,47,29,0,N,N,N,N,587.3,111.11,18.92,0,0,<1 DAY,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,16,42,73,6,124,115,Y,Y,40,75,67,0,N,N,N,N,365.22,52.17,14.29,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,0,0,0,32,25,Y,Y,0,0,13,0,N,N,N,N,0,0,NA,0,0,<1 DAY,1,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,
Y,Y,1,0,0,0,20,6,Y,Y,0,0,11,0,N,N,N,N,0,0,NA,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONTINGENCY,
Y,Y,0,3,5,1,19,14,Y,Y,0,0,19,0,N,N,N,N,214.29,71.43,33.33,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,40,8,6,56,47,Y,Y,0,43,25,0,N,N,N,N,851.06,127.66,15,0,0,<1 DAY,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,43,45,13,90,87,Y,Y,92,114,25,0,N,N,N,N,494.25,149.43,30.23,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,
