SD,PQA,RTA,NB,OB,CTR,CTS,TR,TS,STC,STD,SN,SC,SA,SO,RCR,RDR,NRNI,NRAR,ATT,NSRA,ABHR,N95RS,FMS,EPS,GS,GLS
Y,Y,1,90,51,Y,Y,NA,NA,35,0,N,N,N,N,960.78,254.9,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,11,155,145,Y,Y,0,0,73,0,N,N,N,N,241.38,55.17,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,1,52,41,Y,Y,0,14,20,0,N,N,N,N,48.78,0,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,65,40,Y,Y,NA,NA,16,0,N,N,N,N,50,0,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,71,43,Y,Y,2,1,33,0,N,N,N,N,1116.28,0,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,36,150,124,Y,Y,0,0,56,0,N,N,N,N,475.81,96.77,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,120,110,Y,Y,0,23,50,0,N,N,N,N,154.55,9.09,0,0,NOTEST,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,44,35,Y,Y,0,62,18,0,N,N,N,N,171.43,0,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,57,39,Y,Y,0,3,21,0,Y,N,Y,N,512.82,0,0,0,1-2 DAYS,0,Y,CRISIS,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,9,42,30,Y,Y,0,23,6,0,Y,N,Y,N,33.33,0,0,0,NOTEST,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,175,133,Y,Y,0,0,56,0,Y,N,Y,Y,541.35,135.34,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,7,77,77,Y,Y,73,127,43,0,N,N,N,N,480.52,90.91,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,62,59,Y,Y,0,2,22,0,Y,Y,Y,N,67.8,0,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,12,99,83,Y,Y,1,20,18,0,N,N,Y,Y,421.69,84.34,0,0,3-7 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONVENTIONAL
Y,Y,0,28,17,Y,Y,0,0,7,0,N,N,N,N,176.47,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,100,81,Y,Y,0,29,20,0,N,N,N,N,49.38,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,411,320,234,Y,Y,13,344,119,1,Y,N,Y,Y,452.99,209.4,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,0,111,69,Y,Y,0,5,8,0,N,N,N,N,86.96,14.49,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,35,84,68,Y,Y,0,26,18,0,N,N,N,N,647.06,88.24,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,222,112,91,Y,Y,0,10,38,0,N,N,N,N,461.54,263.74,0,0,NOTEST,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL
Y,Y,195,231,152,Y,Y,11,1,98,0,N,N,N,N,907.89,381.58,0,2,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,100,69,Y,Y,0,0,111,0,N,N,N,N,1159.42,231.88,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,2,50,38,Y,Y,0,7,36,0,N,N,N,N,973.68,315.79,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,120,82,N,N,0,20,37,0,N,N,N,N,500,97.56,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,79,120,106,Y,Y,105,120,49,0,N,N,N,N,358.49,160.38,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,9,68,39,Y,Y,0,0,25,1,Y,N,Y,Y,794.87,179.49,0,0,1-2 DAYS,1,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,60,55,Y,Y,0,18,29,0,N,N,Y,N,563.64,145.45,0,0,NOTEST,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,94,86,Y,Y,0,0,40,0,N,N,N,N,46.51,11.63,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,56,114,108,Y,Y,0,0,75,0,N,N,N,N,407.41,9.26,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,6,60,33,Y,Y,1,0,22,0,N,N,N,N,484.85,30.3,0,1,<1 DAY,1,Y,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONTINGENCY,CONVENTIONAL
Y,Y,0,90,63,Y,Y,0,0,74,0,N,N,Y,N,1031.75,206.35,0,1,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY
Y,Y,3,71,64,Y,Y,0,18,12,0,Y,N,Y,N,250,31.25,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,70,55,Y,Y,0,85,28,0,N,N,N,N,309.09,0,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,110,83,Y,Y,0,31,53,0,Y,N,Y,N,783.13,144.58,0,0,<1 DAY,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,80,50,Y,Y,46,105,53,0,N,N,N,N,760,60,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,65,46,Y,Y,1,3,35,0,N,N,N,N,826.09,65.22,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,139,96,Y,Y,0,7,26,0,Y,N,Y,N,312.5,52.08,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,19,76,72,Y,Y,0,0,46,0,N,N,N,N,555.56,83.33,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,7,66,56,Y,Y,NA,NA,20,0,N,N,N,N,35.71,0,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,10,50,42,Y,Y,0,0,44,1,Y,N,Y,N,238.1,47.62,0,0,<1 DAY,1,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,13,69,45,Y,Y,45,115,24,0,N,N,Y,N,66.67,66.67,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,109,89,Y,Y,6,33,54,0,N,N,N,Y,449.44,78.65,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,90,68,Y,Y,93,90,36,0,Y,N,Y,Y,117.65,44.12,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,35,155,100,Y,Y,0,0,84,1,N,N,N,N,890,260,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,96,92,Y,Y,0,0,71,1,N,N,N,N,565.22,250,0,0,1-2 DAYS,1,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,43,33,Y,Y,0,21,35,0,N,N,N,N,1151.52,151.52,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,32,25,Y,Y,0,0,17,0,Y,N,Y,Y,320,0,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONTINGENCY
Y,Y,0,90,59,Y,Y,1,0,36,0,N,N,N,N,745.76,254.24,0,0,NOTEST,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,110,90,Y,Y,NA,NA,48,0,N,N,N,N,377.78,122.22,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,40,33,Y,Y,0,24,23,0,N,N,N,N,60.61,0,0,0,1-2 DAYS,2,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL
Y,Y,3,48,46,Y,Y,0,0,17,0,N,N,N,N,173.91,152.17,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,60,45,Y,Y,NA,NA,39,2,N,N,N,N,466.67,177.78,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY
Y,Y,2,70,48,Y,Y,NA,NA,35,0,N,N,N,N,562.5,250,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,15,60,44,Y,Y,0,68,48,0,Y,N,Y,N,750,295.45,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,32,84,65,Y,Y,0,5,40,0,N,N,N,N,76.92,46.15,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,22,22,Y,Y,0,10,9,0,N,N,N,N,227.27,0,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,7,70,38,Y,Y,NA,NA,15,0,Y,N,Y,Y,526.32,342.11,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,9,40,35,Y,Y,0,0,49,0,N,N,N,N,371.43,28.57,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,57,45,Y,Y,0,25,42,0,N,N,N,N,666.67,155.56,0,1,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,12,117,79,Y,Y,NA,NA,36,0,Y,Y,Y,N,797.47,329.11,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,6,91,81,Y,Y,0,7,53,0,Y,Y,Y,Y,370.37,74.07,0,0,3-7 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL
Y,Y,1,47,47,Y,Y,NA,NA,14,0,Y,N,Y,Y,0,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,7,90,59,Y,N,59,187,37,0,Y,N,Y,N,1067.8,237.29,0,1,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,72,63,Y,Y,NA,NA,21,0,Y,N,Y,Y,15.87,0,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,108,87,Y,Y,0,31,41,0,Y,N,Y,Y,160.92,57.47,0,0,NOTEST,4,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,29,178,124,Y,Y,0,0,116,0,N,N,N,N,951.61,233.87,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,80,48,Y,Y,0,0,5,0,Y,N,Y,Y,916.67,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,15,95,79,Y,Y,NA,NA,33,0,N,Y,N,Y,177.22,12.66,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY
Y,Y,5,140,85,Y,Y,0,0,46,0,N,N,N,N,517.65,164.71,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,162,142,Y,Y,2,13,90,0,N,N,N,N,274.65,98.59,0,1,1-2 DAYS,2,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,45,35,Y,Y,NA,NA,14,0,N,N,N,N,0,0,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,17,192,167,Y,Y,0,0,71,0,N,N,N,N,479.04,71.86,0,1,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,141,137,120,Y,Y,0,0,115,0,N,N,N,N,800,250,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,40,30,Y,Y,0,22,10,0,Y,N,Y,N,833.33,766.67,0,0,1-2 DAYS,0,Y,CRISIS,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,6,85,59,Y,Y,0,34,29,0,N,N,Y,N,457.63,84.75,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,10,115,73,Y,Y,0,141,62,0,N,N,N,N,876.71,205.48,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,8,80,56,Y,Y,NA,NA,35,0,Y,N,Y,Y,553.57,196.43,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,7,32,27,Y,Y,26,78,18,0,Y,N,Y,Y,592.59,111.11,0,0,<1 DAY,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,NA,NA,NA,NA,NA,NA,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,Y,5,82,57,Y,Y,116,151,23,0,N,N,N,N,105.26,0,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,35,31,Y,Y,0,9,6,0,N,N,N,N,64.52,0,0,0,NOTEST,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY
Y,Y,0,32,11,Y,Y,0,0,15,0,N,N,N,N,0,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,6,83,77,Y,Y,0,0,30,0,N,N,N,N,376.62,142.86,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,46,24,Y,Y,0,2,6,0,Y,Y,Y,Y,0,0,0,0,3-7 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,22,50,37,Y,Y,0,37,30,0,N,N,N,N,648.65,81.08,0,0,NOTEST,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY
Y,Y,11,115,51,Y,Y,0,55,46,5,N,N,N,N,254.9,215.69,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,55,30,Y,Y,2,0,13,0,N,N,N,N,33.33,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,65,46,Y,Y,NA,NA,45,0,Y,N,Y,N,847.83,239.13,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,6,118,51,Y,Y,0,8,13,0,N,N,N,N,196.08,19.61,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,6,116,89,Y,Y,NA,NA,42,0,N,N,N,N,516.85,78.65,0,1,1-2 DAYS,0,Y,CRISIS,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,50,33,Y,N,30,30,27,0,Y,N,N,N,1181.82,90.91,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,84,60,Y,Y,0,26,44,0,N,N,N,N,583.33,100,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,138,104,Y,Y,18,35,110,1,N,N,N,N,836.54,250,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONVENTIONAL
Y,Y,1,44,34,Y,Y,0,0,17,0,Y,N,Y,Y,58.82,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,6,89,35,Y,Y,0,30,11,0,Y,N,Y,N,914.29,228.57,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,48,30,Y,Y,NA,NA,11,0,N,N,Y,N,500,33.33,0,0,<1 DAY,0,Y,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,0,47,46,Y,Y,1,47,40,0,N,N,N,N,782.61,65.22,0,1,NOTEST,0,Y,CONVENTIONAL,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,113,105,94,Y,Y,0,16,110,0,N,N,N,N,1191.49,191.49,0,0,NOTEST,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,60,51,Y,Y,0,6,29,0,N,N,N,N,549.02,19.61,0,0,NOTEST,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,56,40,Y,Y,0,5,14,0,Y,N,Y,Y,300,75,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,32,18,Y,Y,0,0,11,0,Y,N,Y,N,55.56,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,18,31,19,Y,Y,0,16,18,0,Y,N,Y,N,842.11,315.79,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,50,42,Y,Y,4,4,66,2,N,N,N,N,904.76,190.48,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,45,41,Y,Y,NA,NA,9,0,N,N,N,N,0,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,54,40,Y,Y,0,19,17,0,N,N,N,N,25,25,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,42,24,Y,Y,0,14,15,0,N,N,N,N,666.67,125,0,0,<1 DAY,1,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,8,79,57,Y,Y,0,20,36,0,Y,Y,Y,Y,789.47,175.44,0,0,<1 DAY,0,N,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,36,87,54,Y,Y,NA,NA,39,0,N,N,N,N,740.74,370.37,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,68,59,Y,Y,0,0,18,0,N,N,N,N,271.19,305.08,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,14,78,70,Y,Y,0,93,78,1,N,N,N,N,571.43,85.71,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,99,63,59,Y,Y,0,8,13,0,N,N,N,N,745.76,50.85,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,91,70,Y,Y,67,132,48,0,Y,N,Y,Y,757.14,171.43,0,0,3-7 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL
Y,Y,15,49,49,Y,Y,47,129,30,0,N,N,N,N,285.71,20.41,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,26,165,118,Y,Y,122,206,104,0,N,N,N,N,720.34,76.27,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,11,56,35,Y,Y,0,0,6,0,N,N,N,N,1000,428.57,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,67,46,21,Y,Y,0,0,11,0,N,N,Y,N,761.9,0,0,1,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,51,30,Y,Y,NA,NA,19,0,Y,N,Y,N,1066.67,100,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONTINGENCY
Y,Y,0,79,36,Y,Y,0,71,20,0,Y,N,Y,Y,277.78,27.78,0,0,<1 DAY,0,Y,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,70,53,Y,Y,0,16,60,0,Y,N,Y,N,452.83,207.55,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,34,107,74,Y,Y,0,6,48,0,N,N,N,N,743.24,270.27,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,60,43,Y,Y,0,57,50,0,N,N,N,N,744.19,116.28,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,64,46,Y,Y,NA,NA,27,0,Y,N,Y,N,760.87,173.91,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONTINGENCY
Y,Y,5,214,167,Y,Y,1,65,95,0,N,N,Y,N,377.25,107.78,0,0,3-7 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,7,55,41,Y,Y,0,0,11,0,Y,N,N,N,121.95,24.39,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,50,35,Y,Y,NA,NA,13,0,Y,Y,Y,Y,57.14,0,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,35,18,Y,Y,0,41,18,0,N,N,N,N,833.33,277.78,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,11,225,181,Y,Y,18,6,172,0,N,N,N,N,823.2,209.94,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,45,37,Y,Y,0,0,22,0,Y,N,Y,N,405.41,108.11,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
